state,county,community,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
10,46,160,780,3,3,37,83,32,5,1,43,42,36,51,0,0,16,49,21,24,54,56,23,19,24,37,17,22,46,30,46,5,56,70,75,23,57,37,84,32,78,29,64,42,63,66,44,26,20,21,23,67,68,4,69,0,58,80,96,94,6,8,10,8,93,4,34,29,39,33,47,31,22,59,0,6,47,34,30,32,23,74,69,6,8,12,8,14,17,20,41,45,34,0,0,4,77,48,73,72,1,27,31,32,1,18,18,27,22,60,14,7,0,15,5,9,6,7,8,1,2,1,67,1,0,19,0.47
44,91,190,611,3,1,42,0,95,11,2,38,29,26,38,2,63,54,61,31,77,48,8,53,55,48,46,17,30,43,78,28,0,5,11,16,45,7,64,52,43,24,61,17,28,24,21,42,80,78,86,58,59,72,0,5,0,10,11,9,16,2,2,2,3,89,4,14,15,49,55,27,72,3,27,1,1,83,65,0,73,27,0,0,22,20,20,40,41,43,39,49,20,14,0,0,8,81,76,89,87,1,27,31,32,1,18,18,27,22,60,14,7,0,15,5,9,6,1,23,17,2,1,67,1,0,19,0.03
9,91,190,1265,3,9,32,12,84,11,15,31,32,24,47,11,63,49,59,27,60,44,10,31,53,57,57,40,30,35,31,49,2,8,13,19,49,19,59,18,41,11,61,38,31,43,42,31,74,73,83,59,45,50,1,10,6,29,32,37,40,28,27,29,30,72,12,12,12,37,39,27,70,11,53,1,15,51,66,2,27,39,4,10,28,31,33,65,59,66,62,49,57,22,0,0,41,11,34,48,33,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,6,26,5,9,2,60,1,69,16,0.21
32,91,190,1369,3,1,32,0,94,6,5,32,30,22,57,0,0,19,34,41,51,59,31,57,20,21,20,40,16,43,24,18,2,38,24,40,22,45,30,44,42,55,34,81,22,68,75,30,49,50,58,27,52,48,1,17,0,42,47,44,43,9,9,8,7,91,6,21,19,31,30,36,43,16,61,0,1,77,43,30,44,18,43,22,10,10,10,19,20,21,20,38,44,20,7,1,9,40,31,56,53,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,2,19,4,9,2,60,1,0,16,0.13
9,91,190,1193,3,8,40,15,82,11,10,28,36,22,37,10,63,30,59,19,42,39,17,58,27,26,26,24,19,23,27,30,5,22,17,29,24,34,53,57,20,34,36,47,23,47,48,37,71,66,80,63,56,56,1,12,3,31,30,36,38,16,14,15,15,81,7,19,19,47,43,51,58,13,41,1,16,45,58,10,24,44,16,10,14,12,12,41,36,35,38,36,50,8,0,0,22,15,18,29,6,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,18,8,1,9,2,60,1,0,16,0.25
44,66,501,1162,3,0,39,0,97,3,0,36,37,27,28,2,63,34,71,26,58,30,15,34,34,29,27,7,19,41,45,70,0,12,19,22,41,11,76,42,48,41,47,34,27,35,35,40,74,76,71,63,85,96,0,5,0,40,30,29,24,5,3,3,2,91,2,9,10,44,49,32,65,3,45,1,1,82,60,6,30,36,4,16,14,12,12,28,27,25,27,14,27,29,0,0,5,74,50,60,69,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,2,15,1,9,2,60,1,0,16,0.02
32,66,501,326,3,1,26,1,90,9,5,31,28,21,60,0,0,15,33,10,38,63,41,60,18,21,20,24,8,17,30,15,2,46,26,39,19,65,28,29,42,46,33,72,22,69,72,25,47,45,48,40,50,48,0,9,0,40,40,45,42,7,6,7,6,91,4,17,15,30,26,36,45,15,58,0,2,71,46,29,44,22,35,14,7,6,7,17,18,17,17,40,30,47,1,0,7,42,30,49,47,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,3,12,0,9,2,60,1,0,16,0.08
33,91,210,665,3,2,23,0,96,4,2,26,26,22,83,0,0,14,21,8,48,83,41,61,18,22,20,38,14,94,14,28,3,35,41,49,13,36,26,61,37,74,26,37,39,30,33,31,58,58,55,46,17,19,1,15,0,24,20,21,23,4,3,3,3,87,4,18,15,27,31,22,54,4,42,1,4,65,50,17,71,0,17,18,5,5,7,12,14,14,13,32,32,43,0,0,7,93,84,88,86,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,1,35,8,9,2,60,1,0,16,0.05
1,91,210,745,3,3,41,2,69,26,5,31,32,20,13,0,0,59,80,42,95,13,31,44,58,51,56,37,18,30,42,41,1,13,11,15,47,26,77,1,35,20,61,69,38,64,67,46,62,60,59,60,66,80,1,22,1,24,34,41,44,8,10,11,11,86,5,29,26,46,50,41,50,24,55,0,4,65,47,14,46,36,29,90,26,26,26,53,55,66,56,31,38,13,1,0,14,28,36,52,46,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,60,0,28,9,2,60,1,0,16,0.05
33,34,722,1701,4,0,51,4,92,10,2,37,40,28,23,2,49,58,83,10,68,24,9,20,55,43,41,59,0,33,68,48,0,4,7,15,41,19,73,38,31,26,48,30,35,30,30,52,81,80,91,74,44,53,0,6,0,13,38,33,29,4,10,8,6,89,1,23,24,59,65,37,71,4,34,1,1,70,65,0,28,33,7,39,42,42,39,63,53,54,61,52,59,29,0,0,12,75,51,50,63,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,4,7,12,9,2,60,1,0,16,0.02
25,43,378,1060,4,3,42,66,41,8,8,28,28,20,52,4,63,42,51,17,47,57,29,64,46,38,43,35,31,31,22,32,2,19,26,37,30,34,49,25,51,37,43,47,44,47,48,46,55,43,67,53,66,65,2,39,1,22,24,29,33,9,9,9,10,82,8,37,33,43,49,27,67,16,47,1,7,42,60,20,58,16,18,18,34,33,30,42,44,52,43,52,62,56,3,0,17,61,71,82,81,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,2,29,14,9,2,60,1,0,16,0.27
25,25,696,1735,4,2,37,8,91,5,2,33,42,29,32,3,63,43,71,10,46,34,13,34,43,42,40,38,11,49,63,93,1,13,18,34,26,19,63,44,31,44,38,48,36,37,43,44,73,71,76,60,39,48,1,22,0,22,19,15,15,4,3,2,2,88,3,19,18,43,53,16,72,7,49,1,1,83,63,13,35,29,8,15,23,22,23,50,43,41,43,30,41,33,0,0,7,59,63,69,77,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,4,10,15,9,2,60,1,0,16,0.06
16,25,696,738,4,0,48,51,57,1,1,42,35,24,50,0,0,8,21,62,23,65,68,30,7,10,13,13,0,0,0,34,3,87,75,73,12,88,6,26,35,60,25,43,29,48,47,52,48,42,49,44,11,12,1,26,0,0,0,15,12,0,0,0,0,63,7,42,40,51,42,63,56,23,43,1,2,48,59,50,72,22,68,7,4,5,6,1,4,6,7,55,39,54,0,0,1,93,68,81,89,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,3,9,2,9,2,60,1,0,16,0.5
38,25,696,336,4,2,40,50,49,5,17,45,39,34,58,0,0,15,30,56,26,62,40,39,17,20,27,14,9,16,19,18,4,56,57,63,22,52,30,38,45,62,32,51,35,52,53,41,47,39,50,59,49,58,2,29,1,51,52,56,76,15,13,13,17,82,11,31,28,39,31,51,47,27,54,1,5,46,51,22,76,24,74,28,4,5,7,10,16,17,17,43,36,42,0,0,12,83,53,71,82,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,6,9,1,9,2,60,1,0,16,0.28
42,25,696,790,4,1,31,6,81,37,6,40,38,31,48,3,63,28,43,13,51,48,27,75,30,28,28,34,20,18,38,31,1,20,11,18,36,37,43,13,38,24,44,52,26,57,57,33,62,63,68,65,53,58,1,16,1,37,41,50,46,16,16,18,15,83,8,19,17,34,40,30,40,14,55,0,2,76,37,11,11,35,11,14,16,14,13,35,33,38,34,43,41,20,0,0,18,36,32,38,41,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,3,16,13,9,2,60,1,0,16,0.12
32,25,696,991,4,1,24,1,92,15,4,28,32,21,49,3,63,29,50,19,50,50,21,50,30,30,29,63,25,21,33,41,1,21,14,24,25,25,53,41,27,53,33,65,28,68,69,28,56,58,58,54,55,59,0,9,1,9,13,29,35,3,3,7,8,89,5,14,12,29,36,22,52,9,51,1,1,81,47,11,21,25,12,14,14,12,10,33,30,30,29,31,34,24,1,0,13,52,52,51,70,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,1,33,21,9,2,60,1,0,16,0.1
22,25,696,735,4,4,31,20,81,3,1,32,37,29,49,0,0,25,51,67,57,50,17,52,34,36,35,38,21,15,16,52,3,25,35,37,42,26,44,13,45,18,55,58,42,46,52,30,65,64,65,60,85,81,1,17,0,25,20,32,33,2,2,2,2,92,2,15,12,25,35,13,57,4,49,1,7,59,49,10,32,24,24,11,11,10,11,14,15,12,16,24,16,17,2,0,4,78,48,56,75,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,8,11,7,9,2,60,1,0,16,0.09
5,52,785,310,4,40,33,14,76,15,17,37,44,32,27,41,63,27,64,27,49,28,25,48,28,30,31,26,18,19,26,27,28,28,12,19,41,41,57,35,44,28,47,57,30,63,62,37,62,61,65,56,46,49,10,19,9,30,33,37,37,10,9,10,9,82,6,18,16,37,41,35,45,13,51,1,64,46,42,10,42,34,24,10,17,17,16,28,28,30,26,43,52,19,16,6,14,22,32,41,16,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,38,18,7,9,2,60,1,0,16,0.21
11,52,785,1336,4,1,92,1,92,9,6,92,88,93,11,0,0,12,76,98,45,19,18,7,13,5,4,5,6,5,26,18,5,99,16,18,29,56,9,20,85,41,33,0,95,0,0,83,85,84,84,83,30,29,0,2,0,98,99,96,95,52,39,31,26,87,7,98,95,95,93,97,20,93,42,1,1,79,23,11,44,34,27,5,14,13,13,8,14,36,12,44,39,14,0,0,15,39,12,0,0,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,1,28,3,9,2,60,1,0,16,0.02
9,52,785,1190,4,0,35,91,26,1,3,45,36,28,60,0,0,4,12,50,19,70,100,39,6,10,20,11,2,0,2,22,3,97,60,72,10,80,11,45,38,56,27,68,39,76,77,49,2,0,1,0,52,45,2,80,0,21,28,23,26,1,2,1,1,93,4,48,39,38,30,49,35,29,62,0,2,57,39,28,32,26,95,90,5,4,5,0,6,11,4,51,11,25,0,3,2,62,51,73,75,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,2,13,14,9,2,60,1,0,16,1.0
4,52,785,207,4,9,62,5,54,83,45,37,45,34,24,11,63,48,75,11,35,29,35,34,44,34,37,37,21,31,31,34,5,20,27,40,22,33,61,56,14,42,32,50,43,53,53,62,63,55,63,67,41,44,3,22,10,38,55,61,64,61,75,78,75,40,49,54,54,70,65,73,43,63,48,1,5,77,44,3,6,24,10,32,58,54,49,75,66,74,65,58,58,9,0,2,67,43,46,53,66,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,3,54,9,9,2,60,1,0,16,0.24
42,52,785,1161,4,4,18,2,86,29,5,32,35,28,46,5,63,26,47,44,58,44,32,57,33,35,35,34,16,26,40,35,4,34,11,17,52,41,48,15,43,22,62,72,37,73,75,25,51,53,56,38,58,72,1,22,1,24,29,38,44,10,11,13,14,86,7,13,10,21,30,18,44,11,62,0,5,68,39,14,16,31,17,47,16,15,16,30,31,32,32,52,37,15,2,2,18,42,29,44,53,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,4,17,18,9,2,60,1,0,16,0.13
43,52,785,1726,4,2,27,8,91,2,1,29,23,18,68,3,63,26,29,14,56,71,29,80,29,30,28,27,13,97,0,51,2,24,43,45,15,41,20,85,32,68,23,38,23,33,36,26,66,65,66,78,31,24,1,9,0,3,3,4,2,1,1,1,1,82,6,8,9,31,33,24,70,4,41,1,3,73,66,18,67,16,19,3,7,7,7,12,13,11,17,16,1,15,0,0,10,48,85,83,79,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,5,10,5,9,2,60,1,0,16,0.1
31,52,785,1584,4,0,32,5,50,2,3,67,63,68,45,0,0,4,40,64,28,45,54,30,9,16,20,10,11,0,31,33,3,88,46,42,45,65,25,10,87,34,45,54,49,63,62,28,35,39,35,43,40,39,0,16,0,77,91,86,83,5,5,4,4,92,6,17,15,26,25,32,34,19,63,0,2,50,35,16,35,30,81,6,6,6,8,11,13,12,12,94,39,28,3,0,2,66,25,32,61,2,15,30,16,2,11,20,15,63,57,5,4,12,8,4,8,12,1,15,0,9,2,60,1,0,16,0.12
25,42,95,452,4,13,46,11,67,79,8,26,37,25,34,14,63,62,76,15,66,30,12,33,61,54,57,40,22,37,53,57,3,8,18,25,53,23,64,41,37,28,56,25,38,23,23,45,85,80,89,75,42,46,1,6,11,37,50,57,57,46,54,56,53,57,17,21,22,50,56,35,65,15,49,1,5,82,59,7,32,28,3,12,49,48,49,69,62,66,62,26,53,37,6,0,53,51,61,56,55,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,9,25,56,1,3,0,0,26,14,0.06
25,56,302,910,4,1,19,11,85,13,4,20,42,26,54,3,63,34,65,13,47,44,11,44,37,39,38,42,68,29,39,46,0,6,26,45,22,27,62,37,30,36,37,59,42,50,55,28,65,63,77,61,53,57,0,14,1,33,45,53,51,10,12,12,11,86,5,13,10,22,40,11,46,6,77,0,3,66,36,23,7,25,9,6,24,21,19,58,51,52,50,34,57,47,0,0,12,39,57,50,55,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,1,42,23,1,3,0,0,0,14,0.12
19,102,200,723,4,0,33,1,97,2,1,23,23,16,47,0,0,50,57,16,61,43,25,44,55,52,50,8,0,22,2,20,0,13,15,21,52,38,57,35,53,23,67,34,32,36,36,35,75,72,84,65,34,54,0,17,0,27,24,28,25,7,5,6,5,87,8,14,14,37,44,20,68,3,48,1,2,54,61,6,40,16,7,12,51,50,50,40,53,64,51,32,62,40,0,0,10,73,75,81,75,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,9,3,25,1,3,0,0,0,14,0.06
34,77,411,1122,4,0,47,0,97,4,1,36,26,22,55,1,28,48,54,47,61,56,13,48,48,38,37,0,21,27,0,28,0,9,43,49,31,37,48,50,52,36,46,19,26,10,14,42,92,87,91,77,55,72,0,6,0,18,14,15,12,5,4,4,3,66,9,14,16,51,54,20,84,2,33,1,0,84,77,22,52,20,1,0,36,36,36,23,37,46,39,29,43,42,0,0,12,76,81,90,79,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,7,4,6,1,3,0,0,0,14,0.22
10,77,411,1544,4,1,58,62,48,6,1,92,88,93,35,0,0,8,56,15,32,46,39,28,17,14,18,15,12,17,26,13,4,87,47,53,41,47,21,31,72,37,41,23,95,20,21,35,32,26,40,28,76,76,2,65,0,92,75,76,68,13,9,8,7,90,6,26,18,30,30,36,29,23,62,0,3,56,29,3,23,31,54,70,9,9,10,10,15,18,16,94,34,32,0,0,5,70,26,21,66,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,2,17,1,1,3,0,0,0,14,0.15
33,46,390,1014,4,2,42,6,92,6,1,41,39,34,28,3,49,49,74,9,65,28,12,39,51,45,44,31,0,33,44,46,1,15,12,15,45,21,57,28,35,18,56,31,38,26,28,40,84,82,86,61,23,29,0,10,0,28,28,37,33,6,6,7,6,87,3,13,13,42,46,22,74,4,36,1,3,59,67,4,21,28,1,5,18,17,18,35,37,40,38,27,29,25,0,0,9,71,65,65,57,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,7,7,16,1,3,0,0,0,14,0.03
21,46,390,657,4,5,38,79,34,6,2,70,71,74,39,7,63,6,44,31,25,44,53,27,10,17,28,12,8,15,26,70,12,95,38,45,41,64,26,23,77,33,47,54,74,54,56,40,17,12,25,18,53,37,6,75,1,71,80,71,64,12,12,9,8,91,4,32,24,29,35,28,34,22,58,0,9,51,31,31,49,27,63,47,6,6,8,11,15,13,13,60,38,26,1,0,7,73,35,35,59,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,7,14,3,1,3,0,0,0,14,0.3
22,46,390,921,4,0,41,15,85,2,2,51,44,41,52,0,0,15,43,98,37,61,33,43,17,19,19,16,36,6,29,22,1,35,59,59,21,31,37,45,74,54,24,53,50,53,54,33,51,47,38,57,82,77,1,25,0,27,44,36,47,1,1,1,1,94,0,20,17,31,29,35,57,8,54,1,2,57,57,10,41,26,46,9,5,5,6,8,10,10,16,28,36,23,0,0,0,79,52,66,74,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,3,11,1,1,3,0,0,0,14,0.02
38,46,390,823,4,3,49,10,80,14,22,36,40,22,11,5,62,54,86,34,50,10,7,12,49,44,44,38,34,31,29,28,1,12,12,16,50,13,75,50,39,23,61,41,25,45,43,49,81,78,86,70,43,47,0,8,1,19,27,42,59,8,10,14,18,75,13,20,22,56,57,46,67,20,27,1,4,64,64,16,44,42,19,33,15,13,13,39,40,45,44,20,40,17,0,0,17,51,34,31,57,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,15,5,7,1,3,0,0,0,14,0.05
19,42,507,1447,4,1,46,1,95,3,1,30,26,23,41,2,48,66,59,22,60,44,22,59,66,58,57,29,38,39,36,49,1,9,6,9,63,26,57,21,58,14,69,25,35,30,28,47,82,81,87,85,43,48,0,3,0,35,44,41,37,9,10,9,7,91,4,23,24,51,54,26,83,3,24,1,5,34,77,71,97,15,4,11,55,53,52,29,53,77,53,29,58,27,0,0,11,76,80,75,79,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,5,8,30,1,3,0,0,0,14,0.02
19,34,44,320,4,1,57,5,89,12,5,26,27,21,40,2,42,94,62,62,87,39,8,50,95,91,93,15,15,55,7,12,0,7,9,10,89,20,42,42,72,7,97,43,43,24,33,40,88,83,89,78,34,38,0,3,1,21,34,42,42,10,14,16,15,84,5,15,17,48,50,28,79,1,25,1,1,79,73,14,45,17,1,8,78,85,96,68,83,98,84,40,33,24,0,0,19,54,64,66,67,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,7,6,33,1,3,0,0,0,14,0.02
4,34,44,1360,4,1,41,1,89,16,13,33,31,21,29,3,63,46,55,32,52,30,29,41,45,43,42,54,19,32,34,37,1,14,9,16,40,23,63,27,26,29,49,47,21,52,50,38,73,72,81,48,36,49,0,9,1,12,19,22,19,4,5,6,5,86,4,17,18,48,47,47,60,14,36,1,2,66,59,3,12,43,7,12,43,45,46,51,53,61,56,55,72,22,0,0,13,58,20,17,65,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,3,13,7,1,3,0,0,0,14,0.07
9,34,44,301,4,0,6,1,96,5,5,11,12,11,97,2,63,39,17,8,73,77,14,92,43,63,61,34,17,27,0,35,1,13,9,14,54,18,20,34,31,20,66,70,25,51,60,2,54,51,64,67,35,48,0,6,1,15,20,20,20,8,9,9,8,86,6,2,3,9,6,18,60,6,70,0,12,0,60,1,16,32,13,0,27,30,33,42,42,52,43,40,31,26,0,1,22,3,49,47,29,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,1,21,1,1,3,0,0,0,14,0.26
33,46,759,1784,4,2,12,99,16,3,1,23,31,21,53,3,63,17,40,12,35,49,56,51,20,27,36,27,11,70,39,27,3,45,18,32,34,57,38,18,75,29,50,68,60,69,72,28,12,14,30,16,40,44,3,66,0,50,39,32,32,7,5,4,3,91,4,20,13,16,29,13,31,5,70,0,8,35,25,59,57,2,13,56,5,4,6,24,24,24,24,49,40,32,0,0,6,84,59,86,80,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,0,75,97,1,3,0,0,0,14,1.0
4,46,759,1630,4,5,50,2,72,27,39,40,43,32,38,0,0,25,52,56,33,41,66,29,25,23,25,25,21,24,20,22,5,34,55,53,24,57,39,47,39,57,31,43,34,52,49,53,61,57,69,56,39,36,2,22,5,33,38,43,47,43,44,46,46,46,53,40,37,55,52,57,38,48,56,0,4,75,39,28,17,37,17,23,29,29,28,35,34,35,32,53,57,16,5,0,56,55,30,51,72,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,3,37,3,1,3,0,0,0,14,0.35
9,46,759,1285,4,4,24,2,95,5,3,22,20,16,81,6,63,24,25,27,51,76,13,82,24,28,27,41,19,12,35,39,3,21,18,34,21,24,34,15,35,23,35,46,16,45,46,16,70,66,79,51,63,76,1,7,1,6,10,12,14,2,3,4,4,85,4,7,8,29,24,36,74,7,64,0,11,41,75,4,20,42,13,15,18,16,14,41,38,39,43,59,64,15,0,0,16,11,35,41,20,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,6,15,3,1,3,0,0,0,14,0.08
6,46,406,1086,4,3,36,3,93,8,4,26,28,22,58,5,63,55,62,11,71,55,12,64,53,50,48,52,14,36,62,56,0,3,30,33,38,15,61,34,40,22,51,30,34,31,31,34,78,76,87,64,71,82,0,7,2,11,13,21,21,9,9,13,12,67,16,13,13,41,40,26,81,4,45,1,2,81,77,2,44,25,1,11,44,42,38,63,63,65,64,36,46,25,0,0,32,66,75,88,79,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,4,18,8,1,3,0,0,0,14,0.03
34,56,606,1612,4,1,41,0,97,2,2,33,30,26,49,1,24,39,46,57,57,58,28,68,39,37,36,0,26,23,0,67,1,13,46,51,28,31,54,39,41,38,37,25,29,21,22,40,84,78,80,58,49,62,0,6,0,6,7,10,8,2,2,3,2,77,10,18,19,48,47,33,83,4,39,1,2,68,79,22,70,21,3,32,33,34,35,31,38,50,42,48,52,45,0,0,13,8,85,74,57,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,8,4,2,1,3,0,0,0,14,0.02
33,46,596,1466,4,3,38,0,97,4,1,24,25,19,54,5,63,41,54,7,71,57,11,61,39,37,36,58,18,34,37,71,1,6,20,29,31,18,50,31,46,27,46,16,25,12,14,35,89,86,89,85,47,49,0,3,1,33,30,28,27,6,5,4,4,88,2,13,15,44,43,23,88,2,26,1,1,88,84,14,41,19,2,13,15,13,13,31,30,28,32,19,36,33,0,0,7,94,90,96,88,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,3,23,34,1,3,0,0,0,14,0.03
9,46,596,1116,4,0,7,1,97,3,4,10,8,8,97,2,63,43,18,21,77,89,9,74,51,75,72,0,0,86,32,54,0,9,6,15,48,12,21,37,39,12,63,47,16,38,42,6,75,75,76,89,63,74,0,6,0,15,17,18,23,7,7,7,8,85,2,3,3,11,11,6,77,2,67,0,6,15,73,22,32,31,1,0,28,31,40,58,52,67,55,52,37,31,0,0,20,6,64,65,50,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,1,29,0,1,3,0,0,0,14,0.11
4,46,596,66,4,2,62,18,57,42,34,40,47,30,19,0,0,24,63,43,33,24,66,57,21,18,19,29,20,15,18,19,2,33,36,39,19,50,54,24,50,46,29,44,21,52,49,62,63,60,59,52,54,50,1,23,2,31,34,40,39,24,23,25,22,64,28,44,46,70,52,85,27,52,46,1,1,82,35,20,20,34,25,16,20,19,18,34,30,30,30,48,48,18,1,0,32,38,23,36,26,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,1,36,2,1,3,0,0,0,14,0.29
30,94,647,1548,4,2,29,30,73,4,2,37,30,30,74,3,63,9,1,13,36,79,94,64,14,21,21,18,7,97,37,61,5,64,43,54,18,78,3,49,63,50,36,50,40,45,49,29,37,39,41,36,15,4,2,40,1,19,15,23,23,5,3,5,4,84,5,18,16,26,29,24,51,4,50,1,5,50,48,74,83,9,34,64,5,5,7,4,7,8,8,54,10,25,1,0,10,68,66,77,66,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,2,23,6,1,3,0,0,0,14,0.79
4,94,647,1402,4,5,29,1,86,17,24,24,34,25,43,7,63,56,50,34,53,38,11,46,60,64,64,33,65,49,38,40,3,17,11,14,50,17,60,24,33,20,53,54,37,55,55,26,70,68,84,48,43,42,1,9,3,50,50,53,54,42,38,36,34,72,25,19,17,35,32,39,47,24,58,0,11,47,47,0,16,35,7,16,80,85,91,78,72,87,71,69,88,15,1,0,36,40,23,50,58,3,17,31,6,2,10,17,17,33,72,1,0,0,1,3,2,11,5,20,6,1,3,0,0,0,14,0.13
6,0,211,617,4,8,38,4,88,21,8,25,25,20,52,8,50,87,59,38,80,49,10,46,96,97,100,31,1,82,30,73,2,6,15,17,77,18,48,23,49,10,78,25,35,26,26,37,82,80,91,73,4,4,1,8,7,63,57,56,54,77,61,55,49,67,17,21,21,43,46,33,64,6,33,1,7,71,60,6,55,13,6,19,98,99,97,72,90,98,93,36,40,29,4,1,52,24,67,64,38,2,25,30,26,2,11,12,25,49,49,10,2,0,8,1,3,24,14,10,86,2,3,45,0,3,23,0.02
33,79,723,1704,4,0,53,0,97,4,1,33,31,20,27,1,9,48,77,70,72,33,7,22,43,34,32,44,20,38,0,70,0,6,30,38,28,8,75,68,26,59,34,21,17,15,17,48,92,89,93,85,50,66,0,6,0,24,27,22,22,2,2,2,2,91,1,20,23,60,57,55,82,4,20,1,0,85,81,14,46,35,5,35,25,23,23,31,32,35,36,18,40,10,0,0,4,86,63,76,78,2,25,30,26,2,11,12,25,49,49,10,2,0,8,1,3,24,6,5,2,2,3,45,0,0,23,0.01
